,0,1,2,3,4
116,6.4684887,8.959807,5.3922987,3.8383594,6.40239
117,6.5139456,8.9152355,5.3552585,3.7627451,6.318255
118,6.545278,8.976949,5.29786,3.831674,6.315885
119,6.671995,9.028934,5.350351,3.714208,6.3449817
120,6.4888988,8.909225,5.349084,3.7325041,6.2087617
121,6.535716,9.012485,5.43649,3.7923875,6.2047267
122,6.56091,8.844487,5.4565444,3.7696164,6.2299314
123,6.4925036,8.812478,5.4628863,3.7857254,6.111796
124,6.534901,8.907408,5.315522,3.727188,6.167303
125,6.388843,8.878242,5.2632957,3.7492533,6.274662
126,6.412484,8.830062,5.2240353,3.7232406,6.227062
127,6.497467,8.862765,5.2470894,3.6997607,6.1304502
128,6.497695,8.71085,5.2874002,3.772508,6.191208
129,6.463287,8.818306,5.274776,3.711089,6.0720143
130,6.460784,8.726229,5.2739077,3.7616239,6.1228285
131,6.4151716,8.796512,5.239773,3.6454718,6.0705533
132,6.3936143,8.816227,5.2398677,3.6884468,6.1202393
133,6.644272,8.93258,5.2883425,3.6363184,6.0691595
134,6.47881,8.788184,5.2003117,3.6730669,6.0431447
135,6.336467,8.546002,5.2929873,3.7140782,6.1362224
136,6.366435,8.866299,5.2587223,3.6217556,6.061104
137,6.4065986,8.651913,5.1901245,3.6317768,6.052796
138,6.3179584,8.744016,5.271072,3.5320652,6.056231
139,6.3897576,8.653088,5.30494,3.55349,6.0167413
140,6.335355,8.756513,5.160866,3.5999932,6.0451145
141,6.35863,8.636344,5.2137017,3.5832374,6.057315
142,6.180027,8.715805,5.259625,3.5536406,6.178722
143,6.309078,8.596237,5.2258253,3.5298214,5.930993
144,6.264235,8.703671,5.177531,3.5703008,5.9263806
145,6.2949934,8.673547,5.0941005,3.5885963,5.9543533
146,6.3097715,8.703939,5.172447,3.5675824,5.985735
147,6.3360395,8.703636,5.212039,3.527085,6.0051646
148,6.26271,8.603908,5.133449,3.5144098,6.001733
149,6.343368,8.511748,5.0410333,3.491936,5.883866
150,6.2678246,8.550057,5.151109,3.5155218,6.0708694
151,6.2154584,8.696865,5.0254555,3.4545515,5.917806
152,6.191265,8.6835375,5.057451,3.4417577,5.8996553
153,6.306865,8.687489,5.1348615,3.476575,5.9114256
154,6.254748,8.376882,5.2092032,3.4517891,5.941377
155,6.195695,8.502966,5.123161,3.468147,5.9671845
156,6.1984415,8.594205,5.124272,3.4377885,5.906961
157,6.1229663,8.604285,5.173969,3.4314883,5.8622
158,6.151914,8.538658,5.0736113,3.4265554,5.8284426
159,6.22111,8.55462,5.111554,3.4113226,5.7878056
160,6.211521,8.480471,5.0517497,3.4115005,5.8551664
161,6.1324377,8.5007,4.949769,3.4108865,5.9124737
162,6.2266135,8.528148,5.0155287,3.397548,5.891602
163,6.249695,8.446775,4.981227,3.3840153,5.886636
164,6.145639,8.448373,5.003753,3.4492826,5.893704
165,6.1191087,8.541565,4.982948,3.4035127,5.8744035
166,6.146097,8.534088,5.035824,3.4291651,5.8163896
167,6.147038,8.482365,5.037405,3.404252,5.816142
168,6.1327453,8.490489,5.079181,3.4003632,5.8332605
169,6.25305,8.569488,4.975149,3.3061228,5.8385997
170,6.1502233,8.472271,5.0227866,3.258226,5.7895145
171,6.1054387,8.421081,5.040573,3.3992953,5.8493176
172,6.095801,8.371436,4.9954653,3.3944833,5.852296
173,6.035368,8.217305,4.9429245,3.3988805,5.771124
174,6.1364646,8.435891,4.8841043,3.370606,5.7686257
175,6.0469837,8.3483305,4.94775,3.3394475,5.871666
176,6.0948877,8.385546,4.9643025,3.340301,5.718618
177,6.1671357,8.449144,4.9316387,3.3817782,5.7582855
178,6.027923,8.369184,4.8932195,3.2765527,5.7905893
179,6.052373,8.309654,4.9463387,3.2916243,5.843601
180,6.013093,8.424605,4.898009,3.2215884,5.79524
181,5.996279,8.389771,4.932752,3.2666478,5.7860003
182,6.0782347,8.4210205,4.994366,3.1860282,5.7333946
183,6.033615,8.310758,4.815431,3.2195413,5.685056
184,6.0153036,8.360367,4.9568872,3.26237,5.677723
185,5.9211645,8.309493,5.0072436,3.2173529,5.7629714
186,6.0972643,8.249386,4.8568397,3.267562,5.724036
187,6.055278,8.2017975,4.894923,3.2321599,5.573257
188,6.0042496,8.256311,4.8378196,3.2221856,5.7381263
189,6.1445484,8.410159,4.9122434,3.2446914,5.698527
190,6.0178776,8.414632,4.9154816,3.2165375,5.799222
191,6.0604377,8.196558,4.950137,3.1806111,5.721698
192,6.0199027,8.464221,4.9093385,3.2206128,5.565899
193,6.042001,8.274833,4.684495,3.2978947,5.6415057
194,6.0036855,8.270953,4.8996067,3.1753342,5.7135177
195,5.93063,8.162116,4.8544583,3.2421732,5.7147355
196,6.0318637,8.164473,4.810578,3.1805735,5.6188874
197,5.9666357,8.262627,4.8169417,3.125306,5.5875707
198,5.9445453,8.18593,4.8139277,3.182828,5.7073064
199,6.001042,8.237379,4.8664184,3.1350331,5.6728463
200,5.9956408,8.171625,4.7855525,3.1959789,5.6334925
201,6.049768,8.216582,4.856718,3.1449935,5.6733828
202,5.984154,8.208419,4.7821403,3.221129,5.6789804
203,5.910488,8.08402,4.7779965,3.2185633,5.66193
204,5.8576946,8.076012,4.7685113,3.175962,5.600275
205,5.876303,8.079718,4.8569884,3.1380332,5.665009
206,5.961432,8.122856,4.791569,3.1625128,5.710356
207,5.932096,8.187811,4.781625,3.130568,5.555311
208,5.859609,8.054469,4.8055525,3.1360679,5.6508684
209,5.85451,8.092744,4.819686,3.14944,5.6687193
210,5.8698673,8.08323,4.8184905,3.0379944,5.649459
211,5.8314166,8.124868,4.7720866,3.0388613,5.6898255
212,5.9090166,8.186176,4.7916207,3.034611,5.648407
213,5.876163,8.152237,4.891936,3.0310423,5.658775
214,5.8273892,8.0932,4.699842,3.1267755,5.588861
215,5.790712,7.995403,4.705224,3.1093946,5.645972
216,5.8322396,7.8116274,4.7869835,3.0021122,5.618709
217,5.8264303,7.9440913,4.695169,3.1659815,5.666156
218,5.8721647,7.913979,4.7816873,2.9727817,5.5054064
219,5.787357,7.907304,4.6805425,3.0554085,5.6228657
220,5.762721,7.963025,4.728457,3.0432093,5.611076
221,5.809516,7.95508,4.6485524,3.0522354,5.5234246
222,5.871736,8.084683,4.6912084,3.0462267,5.58316
223,5.793949,7.9911203,4.7525425,2.9848254,5.6776524
224,5.719533,7.995662,4.66812,2.990319,5.5284395
225,5.7690983,7.9597893,4.7744884,3.0645523,5.580255
226,5.7999244,8.076181,4.803246,3.0205674,5.527565
227,5.806397,7.98428,4.698231,3.0823338,5.5893683
228,5.8049254,7.8898125,4.695188,3.025319,5.490181
229,5.790743,7.831399,4.666873,3.057142,5.555286
230,5.6590075,7.864779,4.690915,3.0478482,5.558459
231,5.794349,7.9473896,4.647864,3.042546,5.568217
232,5.7509985,7.861259,4.697314,2.9972422,5.5569773
233,5.815066,7.9236016,4.6037555,3.025845,5.44718
234,5.8064585,7.791937,4.597324,3.015561,5.5099034
235,5.7879148,7.909566,4.631803,2.9916089,5.529553
236,5.7225947,7.8690686,4.715165,2.8990717,5.551194
237,5.7732673,7.8690004,4.65607,2.9576905,5.531525
238,5.765008,7.8574634,4.628598,2.950842,5.449464
239,5.705505,7.806196,4.692804,2.915825,5.5577383
240,5.6803255,7.8992405,4.74905,2.9466758,5.547791
241,5.7126603,7.688621,4.6410346,3.0837555,5.4840074
242,5.6749406,7.701375,4.611872,2.9920526,5.615321
243,5.755978,7.8177724,4.6736546,2.9414694,5.569597
244,5.7735496,7.8623405,4.5711436,2.9766078,5.52194
245,5.738797,7.697889,4.68574,2.981391,5.478997
246,5.6546974,7.7451177,4.6698093,2.9750843,5.4975376
247,5.6924067,7.844346,4.666833,2.9531136,5.50554
248,5.662766,7.746919,4.6310387,2.9420295,5.461224
249,5.6870666,7.7672515,4.5715165,2.934477,5.43813
250,5.738694,7.782927,4.566795,2.9097087,5.5494337
251,5.647002,7.750227,4.5810027,2.9494066,5.433886
252,5.674473,7.6020446,4.630237,2.9050083,5.470637
253,5.712397,7.7434115,4.507407,2.968159,5.3866186
254,5.7613306,7.7354894,4.5634093,2.940355,5.469788
255,5.690589,7.6497483,4.5149975,2.882378,5.5510945
256,5.6135945,7.7097774,4.548975,2.8573632,5.5437384
257,5.6420674,7.6847763,4.5011716,2.8970501,5.452338
258,5.7123218,7.772995,4.571878,2.9138067,5.383687
259,5.6314015,7.6582475,4.5461597,2.8514862,5.4747005
260,5.6475854,7.616741,4.5269504,2.8548977,5.474268
261,5.683466,7.6767273,4.5757866,2.8546178,5.492921
262,5.5977736,7.620956,4.6026797,2.887714,5.5099497
263,5.6464424,7.6702733,4.4731374,2.7840877,5.4265947
264,5.713151,7.4972653,4.5107183,2.878095,5.4924817
265,5.70675,7.6190305,4.49111,2.9053495,5.460411
266,5.6038117,7.5412283,4.5958376,2.858869,5.491329
267,5.612007,7.487277,4.5906863,2.8978677,5.554534
268,5.6744785,7.4932885,4.5176654,2.869303,5.482473
269,5.647929,7.4644976,4.4733596,2.8833647,5.4829392
270,5.606663,7.4762893,4.5432696,2.8707047,5.3779793
271,5.6738615,7.4823737,4.5580244,2.881541,5.4487476
272,5.6390533,7.4927416,4.5203257,2.9175494,5.4151325
273,5.7085276,7.4483337,4.4720554,2.8131547,5.445191
274,5.5511465,7.5119843,4.5275993,2.786619,5.403282
275,5.5084343,7.4325356,4.5341263,2.790516,5.4328165
276,5.6161995,7.361263,4.4874306,2.8178499,5.4287853
277,5.595719,7.5108852,4.5775957,2.8345828,5.4784174
278,5.4961815,7.5018873,4.519966,2.8080564,5.452562
279,5.590519,7.418698,4.459794,2.783812,5.4657574
280,5.6097035,7.4306364,4.49158,2.755686,5.2981486
281,5.523008,7.48535,4.419442,2.7520442,5.411506
282,5.5448437,7.3428807,4.4441247,2.8310828,5.3632693
283,5.5653815,7.3092194,4.477508,2.8137221,5.343588
284,5.5663805,7.3719883,4.5203342,2.8212364,5.3768263
285,5.650378,7.4122086,4.420476,2.77449,5.312032
286,5.5109415,7.378026,4.5371737,2.801438,5.4241185
287,5.4664397,7.2729626,4.4532423,2.8497293,5.414826
288,5.519532,7.310282,4.4340553,2.7980082,5.340754
289,5.584164,7.335228,4.4093075,2.7876687,5.3134885
290,5.505256,7.3211145,4.3821344,2.778556,5.429812
291,5.5579553,7.352173,4.498836,2.8139877,5.4503946
292,5.6154814,7.29214,4.434616,2.8408432,5.4166646
293,5.458367,7.238296,4.4825253,2.7339385,5.371926
294,5.535866,7.2566195,4.444448,2.7901413,5.3152747
295,5.4884233,7.344709,4.477997,2.7777815,5.3209786
296,5.5093603,7.178103,4.4125032,2.761588,5.382433
297,5.527921,7.130542,4.4058266,2.7817237,5.36909
298,5.5497284,7.2688017,4.3926144,2.7281575,5.4671946
299,5.4893317,7.2277393,4.3599215,2.7180254,5.397792
300,5.587734,7.250418,4.3937955,2.7433274,5.3438196
301,5.3949156,7.2686005,4.372961,2.7393517,5.3642454
302,5.4454474,7.217177,4.3838606,2.735747,5.3482623
303,5.4905543,7.0989485,4.415871,2.7249324,5.3324113
304,5.5248404,7.2015615,4.4671607,2.670526,5.38519
305,5.446882,7.143057,4.3905606,2.7225282,5.398742
306,5.5749717,7.204636,4.381857,2.6757245,5.3708153
307,5.528531,7.1715426,4.3379993,2.7057636,5.381486
308,5.5385394,7.136291,4.351145,2.6787465,5.359046
309,5.5063167,7.1622562,4.4124303,2.697251,5.3074884
310,5.509615,7.12845,4.393996,2.6782062,5.3348536
311,5.5063524,7.1742554,4.404922,2.7300267,5.27894
312,5.4406486,7.0417166,4.41598,2.6766212,5.3791623
313,5.476461,7.0168147,4.325296,2.630931,5.348902
314,5.4568563,7.074043,4.3155584,2.67585,5.2575536
315,5.46428,6.9868813,4.338267,2.809023,5.3577
316,5.471367,7.070653,4.365352,2.6837766,5.340503
317,5.415324,7.0114512,4.349999,2.6840532,5.194603
318,5.547287,7.078645,4.2860427,2.6856332,5.314212
319,5.407092,7.005219,4.3465414,2.6249943,5.2711034
320,5.4676204,7.009398,4.3856425,2.6834025,5.2323837
321,5.47662,7.030197,4.423918,2.6867754,5.2024217
322,5.46884,7.029877,4.3351817,2.6614897,5.3632545
323,5.437402,6.9494095,4.346223,2.6616087,5.2809234
324,5.4058833,6.9746485,4.285305,2.735423,5.2413063
325,5.4641466,7.0791955,4.379927,2.6830525,5.2885795
326,5.399736,6.932812,4.328159,2.6274738,5.245923
327,5.4157004,6.974614,4.2960334,2.622401,5.281295
328,5.4368134,6.9659643,4.317556,2.600922,5.309678
329,5.4308596,6.9957433,4.387884,2.6419172,5.239585
330,5.403179,7.0112357,4.3434443,2.665536,5.269883
331,5.3855734,7.0102887,4.3300853,2.6485593,5.3167577
332,5.3747525,6.860494,4.297743,2.623697,5.2012124
333,5.3651166,6.843791,4.3038983,2.596472,5.253755
334,5.3868093,6.9004083,4.281525,2.6191723,5.1962132
335,5.392031,7.0409284,4.277614,2.5883687,5.2703466
336,5.4106593,6.8881474,4.323597,2.6349592,5.1953144
337,5.3993964,6.958028,4.3681293,2.625279,5.312786
338,5.4407015,6.813899,4.280306,2.6576717,5.1301827
339,5.3908906,6.8290286,4.3414493,2.5857723,5.2236767
340,5.4348364,6.7830667,4.2928405,2.5715752,5.251446
341,5.3783226,6.9525995,4.2245045,2.602481,5.279303
342,5.3856754,6.876453,4.3138924,2.5949128,5.227479
343,5.2980065,6.833138,4.3302517,2.640001,5.1977696
344,5.3630085,6.8897414,4.2860246,2.6454496,5.248149
345,5.321238,6.7631044,4.3299127,2.5975566,5.206796
346,5.3994985,6.8360653,4.2978477,2.6063929,5.1875215
347,5.326781,6.789289,4.299723,2.6323383,5.2602153
348,5.3769507,6.792778,4.25114,2.568594,5.183378
349,5.353555,6.744509,4.254549,2.5629122,5.2250533
350,5.341183,6.73374,4.232078,2.5583658,5.1415143
351,5.326731,6.7831182,4.2911596,2.5186265,5.1776657
352,5.35062,6.755325,4.2871957,2.5379844,5.2688146
353,5.3313055,6.744257,4.2756686,2.5194583,5.2261314
354,5.29232,6.6195817,4.231441,2.5848687,5.10321
355,5.315525,6.7969956,4.277421,2.55352,5.198301
356,5.2058434,6.7455215,4.2846994,2.5674293,5.1991043
357,5.270931,6.6864963,4.186405,2.5946147,5.1708617
358,5.3289647,6.7326274,4.326294,2.5869563,5.0959344
359,5.2318225,6.6739326,4.2503505,2.5238745,5.1243773
360,5.2839108,6.6492133,4.2850513,2.529315,5.1960845
361,5.2482705,6.711245,4.2891345,2.5337822,5.140486
362,5.2343435,6.7572966,4.2700906,2.5167727,5.1607404
363,5.2953453,6.6761,4.282192,2.5430963,5.2410226
364,5.290786,6.686128,4.227665,2.5514247,5.1827693
365,5.270041,6.6758146,4.2307158,2.522806,5.221767
366,5.2532597,6.5853567,4.2043943,2.495051,5.175978
367,5.3411746,6.6530294,4.295386,2.4846177,5.094844
368,5.3097105,6.6994443,4.250207,2.4945738,5.0618744
369,5.2507014,6.686174,4.240622,2.5282607,5.1843243
370,5.240568,6.613209,4.207896,2.4991186,5.1932993
371,5.238853,6.7022038,4.161744,2.5212572,5.1085496
372,5.3253694,6.7207575,4.1300035,2.5168529,5.1547027
373,5.2834387,6.6317563,4.2032743,2.4650025,5.184952
374,5.1707783,6.59393,4.1529293,2.469606,5.127925
375,5.203399,6.642642,4.171958,2.4774199,5.1469965
376,5.24512,6.6459084,4.1713367,2.5114315,5.1431737
377,5.277753,6.6509957,4.213075,2.4728503,5.1986403
378,5.304808,6.6650047,4.187847,2.4827611,5.0920496
379,5.222907,6.598575,4.156593,2.552994,5.2197227
380,5.221323,6.574925,4.1709666,2.475819,5.147427
381,5.1969175,6.6761417,4.275202,2.4509459,5.1688924
382,5.154986,6.525018,4.164125,2.4597554,5.1237745
383,5.2397146,6.5871067,4.2346096,2.4583743,5.129586
384,5.120138,6.523036,4.1750045,2.4598837,5.116538
385,5.171652,6.6445827,4.1427794,2.4961529,5.093187
386,5.148,6.5926847,4.128483,2.4263933,5.105506
387,5.2350445,6.53879,4.1786075,2.47747,5.030418
388,5.212086,6.4850664,4.1629443,2.4518874,5.080923
389,5.1871305,6.536189,4.1744947,2.454082,5.0416846
390,5.257526,6.48666,4.158608,2.4572325,5.1652446
391,5.162729,6.5233636,4.224352,2.45171,5.0586634
392,5.2164807,6.442288,4.151328,2.4667373,5.096779
393,5.1198745,6.3611283,4.1495996,2.4204693,5.1002684
394,5.173382,6.439308,4.197379,2.415595,5.068711
395,5.190026,6.4785814,4.189965,2.4482925,5.13545
396,5.2158346,6.4729576,4.202393,2.4600182,5.04935
397,5.132594,6.486454,4.175239,2.459208,5.0536485
398,5.141124,6.3957877,4.19616,2.4734297,5.006026
399,5.148884,6.4554734,4.1140866,2.4316933,4.996387
400,5.198823,6.4484835,4.1640825,2.4386687,5.0655556
401,5.1920495,6.513375,4.179863,2.438378,5.1318245
402,5.0921397,6.489947,4.156966,2.4185655,5.1471763
403,5.183178,6.4139056,4.1516705,2.4442396,5.091405
404,5.214776,6.4047675,4.2075014,2.3911858,5.0241175
405,5.1184773,6.4561234,4.115309,2.3886158,5.0630846
406,5.1059537,6.488151,4.1099305,2.4159498,5.007967
407,5.1491303,6.4050837,4.0818295,2.3799634,5.0826063
408,5.170233,6.3650746,4.192336,2.424401,5.1017694
409,5.1344833,6.3831167,4.194138,2.4151862,4.9976163
410,5.0839615,6.428407,4.08775,2.3414195,5.0843835
411,5.200878,6.3904176,4.1548653,2.3770516,4.9780087
412,5.1102247,6.4275527,4.170647,2.4155607,4.998188
413,5.116336,6.385781,4.150007,2.4127784,5.010847
414,5.123595,6.360973,4.1168766,2.4045482,5.09393
415,5.0994196,6.338835,4.105852,2.3926215,5.0385456
416,5.0844703,6.396925,4.0965495,2.3931122,4.998728
417,5.1006203,6.3744993,4.109676,2.3750327,4.9465437
418,5.016168,6.274837,4.1339626,2.3949776,5.0421834
419,5.0924754,6.390281,4.1704493,2.3949573,4.923447
420,5.095495,6.28974,4.1826587,2.3546333,4.9911957
421,5.1784716,6.39694,4.1352916,2.3255014,5.0425115
422,5.0820765,6.3157988,4.113195,2.3549757,5.027482
423,4.9502125,6.2946873,4.0949354,2.4344606,4.981175
424,5.0674853,6.3478737,4.12255,2.3869898,5.010392
425,5.0803475,6.3554196,4.1543665,2.3545766,5.020109
426,5.0819077,6.3547235,4.112923,2.3672023,5.0171814
427,5.140798,6.285602,4.117284,2.3051023,4.9710445
428,5.067953,6.3681664,4.129818,2.3530242,4.9943466
429,5.100766,6.335435,4.1547995,2.3470805,4.922567
430,5.0845537,6.3578568,4.143695,2.359069,4.974051
431,5.0965,6.3185086,4.1232247,2.3306909,4.9503264
432,5.1056123,6.316051,4.108333,2.347471,4.9486346
433,5.0847187,6.3340344,4.1717644,2.3225288,4.961208
434,5.0651526,6.294208,4.123273,2.3891933,4.9679055
435,5.103759,6.339674,4.100526,2.313465,5.0434265
436,5.0672283,6.228147,4.066522,2.3970027,4.951322
437,5.060757,6.280275,4.147649,2.316521,5.0020266
438,5.0272536,6.30154,4.0207324,2.3153324,4.989015
439,5.0400662,6.4105453,4.123899,2.360514,4.9596877
440,5.1171246,6.246419,4.0952215,2.3403335,4.9961243
441,4.9537077,6.2898855,4.1163106,2.2861402,4.928792
442,5.036309,6.237814,4.179224,2.2599332,4.9759417
443,4.9621253,6.2249274,4.0768895,2.3118255,4.988493
444,4.9783278,6.1895585,4.1234283,2.2884798,4.942752
445,5.0118566,6.2552943,4.090096,2.3084173,4.9323354
446,5.05396,6.2150006,4.0484767,2.3359482,4.872621
447,5.0075245,6.2277985,4.0603123,2.2851286,4.9481635
448,5.0578604,6.268285,4.0909605,2.3002124,4.9962955
449,5.0338655,6.2325754,4.104682,2.303928,5.0218196
450,4.976813,6.231107,4.122035,2.3045905,4.9567976
451,5.0192876,6.2038274,4.0373135,2.3453782,4.9900455
452,5.026509,6.156351,4.062837,2.2774532,4.8552465
453,4.979484,6.162572,4.006172,2.2501888,4.9564123
454,4.982581,6.140793,4.082007,2.2570777,4.9443483
455,5.0086775,6.1231637,4.051317,2.2558377,4.91523
456,4.996979,6.247528,4.0260706,2.254813,4.871117
457,5.030822,6.155867,4.070114,2.2796996,4.9262004
458,5.007266,6.285479,4.1028013,2.2130668,4.8954473
459,5.0340633,6.119708,4.066706,2.22845,4.8784084
460,4.9610944,6.196683,4.065833,2.2601414,4.9125376
461,5.0154476,6.151133,4.0476923,2.2751508,4.8938546
462,5.0240645,6.1077914,4.0735173,2.3008962,4.955191
463,4.988524,6.0743585,4.110254,2.2547464,4.870289
464,4.9222,6.068373,4.09353,2.3035614,4.8605123
465,4.9948487,6.0877223,4.0335655,2.2746396,4.8715134
466,4.8942657,6.0927925,4.0311594,2.248899,4.9284616
467,5.0261016,6.124891,4.054475,2.2781627,4.7971654
468,4.9701457,6.147155,4.045493,2.2477832,4.8650904
469,4.943535,6.167587,4.0088615,2.310822,4.918436
470,4.9623036,6.0600533,4.100128,2.2857206,4.913707
471,4.934518,6.114809,4.0630493,2.2553768,4.7952843
472,4.9951134,6.0745664,4.064911,2.2414148,4.84452
473,4.9808583,6.1473308,4.011668,2.248505,4.8178687
