,total loss,total squered residual,total normalisation error,total orthogonalisation error
0,20616278.0,4408.62744140625,0.0012068955693393946,0.05167320370674133
1,16186865.0,3887.957763671875,0.0013942007208243012,0.07752753794193268
2,9321641.0,2931.552734375,0.005141667556017637,0.09318149089813232
3,6415204.5,2421.828125,0.009479943662881851,0.11653870344161987
4,4525850.0,2025.563232421875,0.01376649271696806,0.1615280956029892
5,3236119.0,1702.5732421875,0.018831882625818253,0.2299768179655075
6,2488175.0,1485.9671630859375,0.01657877117395401,0.291439414024353
7,1959922.375,1313.767822265625,0.02054871805012226,0.3057810068130493
8,1486848.0,1137.400390625,0.02160051465034485,0.3137981593608856
9,1272270.875,1049.1611328125,0.023443710058927536,0.2812166213989258
10,1132214.75,988.9949951171875,0.03079698234796524,0.23601950705051422
11,1036012.375,946.59423828125,0.030642477795481682,0.19253914058208466
12,897378.875,876.3731689453125,0.040560945868492126,0.19555950164794922
13,826593.25,839.458251953125,0.04729145020246506,0.18582230806350708
14,751619.5625,798.544921875,0.04109741002321243,0.19783923029899597
15,717109.375,779.9197998046875,0.05326668173074722,0.18719294667243958
16,637166.5,732.400146484375,0.056060146540403366,0.1974012404680252
17,585193.8125,701.0379638671875,0.06690476834774017,0.18862473964691162
18,549365.625,678.18896484375,0.06819219887256622,0.18993306159973145
19,501191.15625,646.0145263671875,0.08151569962501526,0.18155567348003387
20,449510.90625,608.416259765625,0.09422057867050171,0.20115479826927185
21,447472.65625,609.4166259765625,0.1030808612704277,0.1648010015487671
22,407680.46875,578.5462646484375,0.11065320670604706,0.19698303937911987
23,385781.25,561.9637451171875,0.11073821038007736,0.17710062861442566
24,375341.40625,553.3707275390625,0.1211152970790863,0.19947947561740875
25,354272.71875,536.573974609375,0.1226651668548584,0.2044115662574768
26,338725.84375,524.4916381835938,0.13111867010593414,0.20181205868721008
27,312645.1875,500.80010986328125,0.1294960379600525,0.21659085154533386
28,307396.0625,497.0234680175781,0.14078539609909058,0.20986390113830566
29,279723.15625,471.79132080078125,0.1484791338443756,0.22777394950389862
30,273556.78125,466.0538024902344,0.16220304369926453,0.2292395532131195
31,266138.15625,459.09149169921875,0.16418293118476868,0.23053745925426483
32,253095.0,446.62939453125,0.17470905184745789,0.24189549684524536
33,243324.5,437.4673156738281,0.19159290194511414,0.23266112804412842
34,249187.921875,443.526611328125,0.1846005916595459,0.2199847251176834
35,224497.734375,418.86273193359375,0.19541394710540771,0.23136113584041595
36,214036.203125,408.2269592285156,0.20468109846115112,0.22116096317768097
