,time [s]
7402,1818.838313817978
7403,1819.0794503688812
7404,1819.3274402618408
7405,1819.5685868263245
7406,1819.8296761512756
7407,1820.0820429325104
7408,1820.3539922237396
7409,1820.6320283412933
7410,1820.8528962135315
7411,1821.107652425766
7412,1821.3684089183807
7413,1821.630511045456
7414,1821.8585860729218
7415,1822.0862147808075
7416,1822.35698056221
7417,1822.6141214370728
7418,1822.8965742588043
7419,1823.1527495384216
7420,1823.451786518097
7421,1823.7233815193176
7422,1823.9347038269043
7423,1824.1828293800354
7424,1824.4255557060242
7425,1824.6900589466095
7426,1824.931978225708
7427,1825.1745014190674
7428,1825.4129111766815
7429,1825.6809239387512
7430,1825.9178187847137
7431,1826.143042564392
7432,1826.4215114116669
7433,1826.657127380371
7434,1826.8982589244843
7435,1827.1479969024658
7436,1827.3944277763367
7437,1827.6530990600586
7438,1827.8913111686707
7439,1828.1536848545074
7440,1828.3802514076233
7441,1828.6192684173584
7442,1828.8819308280945
7443,1829.1302797794342
7444,1829.3480801582336
7445,1829.5500931739807
7446,1829.8248646259308
7447,1830.0631012916565
7448,1830.2833347320557
7449,1830.5073292255402
7450,1830.774717092514
7451,1831.0117254257202
7452,1831.2132511138916
7453,1831.4667863845825
7454,1831.6949899196625
7455,1831.9484431743622
7456,1832.2184665203094
7457,1832.438345193863
7458,1832.6855907440186
7459,1832.9406504631042
7460,1833.1687026023865
7461,1833.423410654068
7462,1833.671087026596
7463,1833.9086928367615
7464,1834.1673967838287
7465,1834.411318063736
7466,1834.6409029960632
7467,1834.8888125419617
7468,1835.1689579486847
7469,1835.3833222389221
7470,1835.6470983028412
7471,1835.9258706569672
7472,1836.1582493782043
7473,1836.4423894882202
7474,1836.6912112236023
7475,1836.962533712387
7476,1837.1945576667786
7477,1837.487316608429
7478,1837.704267024994
7479,1837.942135810852
7480,1838.1943385601044
7481,1838.464717388153
7482,1838.7166724205017
7483,1838.9848327636719
7484,1839.2568480968475
7485,1839.49272274971
7486,1839.750015258789
7487,1840.0098338127136
7488,1840.250881910324
7489,1840.4697272777557
7490,1840.7130603790283
7491,1840.9622066020966
7492,1841.222662448883
7493,1841.456186056137
7494,1841.7095656394958
7495,1841.974097251892
7496,1842.2102959156036
7497,1842.4645578861237
7498,1842.697609424591
7499,1842.9564559459686
7500,1843.2009027004242
7501,1843.5105662345886
7502,1843.755959033966
7503,1843.9968428611755
7504,1844.2427515983582
7505,1844.4670510292053
7506,1844.7390673160553
7507,1844.9668405056
7508,1845.2563998699188
7509,1845.516179561615
7510,1845.7527430057526
7511,1845.993314743042
7512,1846.2097055912018
7513,1846.429526567459
7514,1846.6674032211304
7515,1846.9233236312866
7516,1847.1572165489197
7517,1847.4608552455902
7518,1847.6759548187256
7519,1847.9479324817657
7520,1848.1830146312714
7521,1848.450313091278
7522,1848.6869883537292
7523,1848.9194962978363
7524,1849.1574568748474
7525,1849.4725680351257
7526,1849.7023346424103
7527,1849.9569523334503
7528,1850.2096190452576
7529,1850.462920665741
7530,1850.6937518119812
7531,1850.93284201622
7532,1851.199318408966
7533,1851.4640045166016
7534,1851.6977484226227
7535,1851.9421648979187
7536,1852.1849002838135
7537,1852.4202098846436
7538,1852.6607666015625
7539,1852.8834681510925
7540,1853.1346380710602
7541,1853.3813529014587
7542,1853.6377799510956
7543,1853.878216266632
7544,1854.11949801445
7545,1854.3705377578735
7546,1854.6567108631134
7547,1854.894119501114
7548,1855.1339592933655
7549,1855.3835942745209
7550,1855.6287937164307
7551,1855.8817205429077
7552,1856.1171572208405
7553,1856.3689601421356
7554,1856.6499133110046
7555,1856.8877627849579
7556,1857.147049665451
7557,1857.376177072525
7558,1857.6196944713593
7559,1857.8647077083588
7560,1858.109272480011
7561,1858.356790304184
7562,1858.6153979301453
7563,1858.8773894309998
7564,1859.1151716709137
7565,1859.3645260334015
7566,1859.617056131363
7567,1859.854335308075
7568,1860.1262221336365
7569,1860.3875422477722
7570,1860.6443223953247
7571,1860.8727617263794
7572,1861.135887145996
7573,1861.377028465271
7574,1861.6150603294373
7575,1861.880019903183
