,Time[s],R-term,A-term,B-term,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9
0,0.1009671688079834,3184.861328125,0.32795894145965576,2.028006076812744,7.562650203704834,14.390400886535645,6.807676792144775,10.539627075195312,6.815793991088867,6.036185264587402,15.181307792663574,7.437498092651367,14.660189628601074,6.140583515167236
1,0.30448222160339355,2066.3056640625,0.29826027154922485,2.092967987060547,6.126198768615723,14.061832427978516,5.010830879211426,8.504393577575684,4.820807933807373,4.914908409118652,11.025543212890625,5.869355201721191,12.285343170166016,5.838576793670654
2,0.4879939556121826,1465.24658203125,0.13338962197303772,2.499438524246216,5.730344772338867,8.803895950317383,4.32915735244751,6.911877155303955,3.53165864944458,4.4607157707214355,9.810137748718262,4.842629909515381,9.35254192352295,4.924132823944092
3,0.6751992702484131,1082.0247802734375,0.08332186937332153,2.4146735668182373,5.040388107299805,6.232818126678467,3.8996803760528564,6.476073265075684,2.616480588912964,4.807570457458496,8.674256324768066,4.88016414642334,6.729959964752197,4.589351654052734
4,0.8770196437835693,824.231689453125,0.14884835481643677,2.3301279544830322,4.394168853759766,5.082573890686035,3.218705892562866,5.412510871887207,2.0659756660461426,4.913787364959717,7.798728942871094,4.842822551727295,4.993112087249756,4.667689800262451
5,1.066692590713501,666.5716552734375,0.20298659801483154,2.297104597091675,4.109361171722412,4.596979141235352,2.911799669265747,5.142120838165283,1.7370600700378418,5.1126389503479,6.914546489715576,4.784573554992676,3.702834129333496,4.5650553703308105
6,1.239882230758667,589.2791748046875,0.24269814789295197,2.271484613418579,3.4460747241973877,4.591672420501709,2.8917462825775146,4.723769664764404,1.5379631519317627,5.1034255027771,6.260009765625,4.72244930267334,3.519274950027466,4.741177558898926
7,1.3567442893981934,550.2554321289062,0.21659208834171295,2.5105674266815186,2.8284764289855957,4.313610076904297,2.827204704284668,4.77240514755249,1.6153948307037354,5.13663911819458,5.923887729644775,5.000384330749512,3.504455327987671,5.199369430541992
8,1.5267605781555176,524.0496826171875,0.1959809958934784,2.848217725753784,2.0296506881713867,3.7871148586273193,2.9186971187591553,4.70245361328125,1.5441961288452148,4.8504204750061035,6.1026506423950195,4.508539199829102,3.263195276260376,5.610351085662842
9,1.7023777961730957,499.54248046875,0.23164160549640656,3.153646945953369,1.8883814811706543,3.4657657146453857,2.8386058807373047,4.957277297973633,1.6411420106887817,4.700507640838623,6.166326999664307,4.638625144958496,3.5392441749572754,6.265236854553223
10,1.8869259357452393,478.05108642578125,0.2620806097984314,3.304574489593506,1.846624493598938,3.5674428939819336,3.088463068008423,5.268267631530762,1.7662129402160645,4.816649913787842,6.2488555908203125,4.527734279632568,3.723315954208374,6.399420738220215
