WR,WE,WA,WB
8.68466854095459,0.015924088656902313,0.005971120670437813,0.00011097219248767942
16.49201202392578,0.014723018743097782,0.012238821014761925,0.0013020603219047189
16.453144073486328,0.014856916852295399,0.012143843807280064,0.0012746219290420413
15.880644798278809,0.014924300834536552,0.012235857546329498,0.0012934865662828088
16.489213943481445,0.01489649061113596,0.01218963973224163,0.0012970794923603535
16.211606979370117,0.014896400272846222,0.01200682669878006,0.001246506697498262
16.59287452697754,0.014883832074701786,0.012392112985253334,0.0013034628937020898
16.37697982788086,0.014928252436220646,0.012236390262842178,0.0012734085321426392
16.272079467773438,0.014961163513362408,0.012116454541683197,0.0012786281295120716
16.429019927978516,0.014864716678857803,0.012166638858616352,0.0012841998832300305
16.531953811645508,0.014959638938307762,0.012096759863197803,0.001261427765712142
16.322063446044922,0.014932511374354362,0.012046719901263714,0.0012575220316648483
16.64400291442871,0.015009130351245403,0.012079045176506042,0.0012542452896013856
16.386489868164062,0.014855745248496532,0.012324943207204342,0.0013310312060639262
16.399303436279297,0.014984493143856525,0.012073807418346405,0.001237173448316753
16.292757034301758,0.014990135096013546,0.012008888646960258,0.0012621138012036681
16.349653244018555,0.014984695240855217,0.012142971158027649,0.0012609899276867509
16.527023315429688,0.014919012784957886,0.012088296934962273,0.001302308519370854
16.68181800842285,0.014847995713353157,0.012455692514777184,0.0013471940765157342
16.362899780273438,0.014874842949211597,0.012205897830426693,0.0012937879655510187
16.546741485595703,0.015020987950265408,0.012124883010983467,0.0012510954402387142
16.722797393798828,0.01486777514219284,0.012405741959810257,0.001333222957327962
16.519001007080078,0.014894196763634682,0.012206840328872204,0.001304418663494289
16.763216018676758,0.01479717530310154,0.012275955639779568,0.0013178115477785468
16.457109451293945,0.014866529032588005,0.01237482763826847,0.0013156917411834002
16.679136276245117,0.014881339855492115,0.012263230979442596,0.0013062582584097981
16.46161651611328,0.014999492093920708,0.012250310741364956,0.0013065366074442863
16.794519424438477,0.014897039160132408,0.01240607351064682,0.0013112123124301434
16.868566513061523,0.014891760423779488,0.012604229152202606,0.0013726860051974654
16.466388702392578,0.014906778931617737,0.012097910046577454,0.0012804700527340174
16.79887580871582,0.014878753572702408,0.012386498041450977,0.0013395710848271847
16.47396469116211,0.014928461983799934,0.012427404522895813,0.0013252458302304149
16.486644744873047,0.014905623160302639,0.01246071420609951,0.0013509341515600681
16.626834869384766,0.014851035550236702,0.012259098701179028,0.0012895723339170218
16.61932945251465,0.01494952104985714,0.012043303810060024,0.0012658042833209038
16.62449073791504,0.014962912537157536,0.012177640572190285,0.001297211623750627
16.324867248535156,0.0149710513651371,0.01207104790955782,0.0012694509932771325
16.823352813720703,0.014921539463102818,0.012435827404260635,0.0013239061227068305
16.83846664428711,0.014963795430958271,0.012240304611623287,0.0012872959487140179
16.740392684936523,0.01483196672052145,0.012495729140937328,0.0013583081308752298
16.937118530273438,0.014942944049835205,0.012301716022193432,0.0013337604468688369
16.78815460205078,0.014986751601099968,0.012383854016661644,0.0013197875814512372
16.906702041625977,0.014867698773741722,0.012552473694086075,0.0013731025392189622
16.578838348388672,0.014825049787759781,0.012303120456635952,0.0013203442795202136
16.194339752197266,0.01498899981379509,0.012341679073870182,0.0013328036293387413
16.711872100830078,0.01489146240055561,0.012258301489055157,0.0013015363365411758
16.873092651367188,0.014934046193957329,0.012374884448945522,0.0013112872838974
16.414670944213867,0.01486429013311863,0.012132500298321247,0.0012805139413103461
16.918977737426758,0.01496210228651762,0.012515116482973099,0.0013534707250073552
16.89751625061035,0.014745750464498997,0.012377037666738033,0.0013296159449964762
16.99643898010254,0.014928676187992096,0.012450022622942924,0.0013486131792888045
16.464757919311523,0.014994713477790356,0.012111753225326538,0.0012530036037787795
16.42914390563965,0.014866720885038376,0.012304912321269512,0.0013111549196764827
17.22949981689453,0.01479093823581934,0.0124720623716712,0.00132885726634413
16.48611831665039,0.014956156723201275,0.01225711777806282,0.001287997467443347
16.36199951171875,0.01490615215152502,0.01249387115240097,0.001351165003143251
16.87773895263672,0.014918435364961624,0.012490618042647839,0.0013499908382073045
16.933717727661133,0.014853460714221,0.012428352609276772,0.0013572359457612038
17.426406860351562,0.014841685071587563,0.012769934721291065,0.0014247556682676077
16.637222290039062,0.014815118163824081,0.01244428101927042,0.0013117047492414713
16.651533126831055,0.0149270324036479,0.012777593918144703,0.001418503001332283
17.161361694335938,0.014855103567242622,0.012624785304069519,0.0013667112216353416
17.122596740722656,0.01484860572963953,0.012702974490821362,0.001398659311234951
17.327978134155273,0.015000254847109318,0.012503472156822681,0.0013737237313762307
16.738981246948242,0.014950055629014969,0.01250795554369688,0.001341246534138918
16.9545955657959,0.01490706205368042,0.012516288086771965,0.0013497252948582172
16.624671936035156,0.014836687594652176,0.012697252444922924,0.0013818711740896106
17.212299346923828,0.014943093992769718,0.012565691955387592,0.001345573691651225
16.734758377075195,0.015029472298920155,0.012391496449708939,0.0013035109732300043
16.279399871826172,0.01500712614506483,0.012297753244638443,0.0013058959739282727
16.838001251220703,0.015021314844489098,0.012514431029558182,0.0013539075152948499
16.92909049987793,0.014894256368279457,0.0126190772280097,0.0013885915977880359
17.031198501586914,0.014978347346186638,0.012541692703962326,0.0013376318383961916
16.268953323364258,0.015002474188804626,0.01247125118970871,0.0013400237075984478
16.74543571472168,0.014948433265089989,0.01263133343309164,0.0013686221791431308
16.76248550415039,0.014849133789539337,0.012569732964038849,0.0013529700227081776
16.85359001159668,0.014847628772258759,0.012499202974140644,0.001328174606896937
16.57611083984375,0.014974519610404968,0.012320275418460369,0.0013203333364799619
17.215429306030273,0.014994030818343163,0.01281654927879572,0.0014317699242383242
17.09222412109375,0.01501473505049944,0.012849354185163975,0.001420471933670342
17.165061950683594,0.015008614398539066,0.012808450497686863,0.0014266155194491148
17.197111129760742,0.014804062433540821,0.012716160155832767,0.0013795176055282354
16.84371566772461,0.014943108893930912,0.012704703956842422,0.0013889360707253218
16.677345275878906,0.014866073615849018,0.012370112352073193,0.0013330348301678896
16.798954010009766,0.01496335119009018,0.012610074132680893,0.001357414061203599
17.59535789489746,0.014888151548802853,0.012824296951293945,0.0014107718598097563
17.089702606201172,0.014926673844456673,0.012667834758758545,0.001385308220051229
