,Time[s],R-term,A-term,B-term,e0,e1,e2,e3,e4
0,0.21509957313537598,2960.1220703125,0.0006195610039867461,0.0336332842707634,28.506057739257812,23.972980499267578,21.585994720458984,20.91217041015625,18.987712860107422
1,0.4826512336730957,2252.47900390625,0.000315399985993281,0.0862465351819992,28.818599700927734,23.648305892944336,19.388198852539062,17.55853271484375,19.25971221923828
2,0.6833515167236328,1761.222412109375,0.004059754312038422,0.10782348364591599,25.111438751220703,21.182180404663086,16.546388626098633,15.848817825317383,17.84568214416504
3,0.8740706443786621,1427.639892578125,0.0025180084630846977,0.09768710285425186,21.269878387451172,18.20659828186035,14.8137845993042,14.685041427612305,17.056947708129883
4,1.0694561004638672,1220.5372314453125,0.004022943787276745,0.11029356718063354,18.168893814086914,16.66473960876465,13.711688041687012,14.16092586517334,16.45980453491211
5,1.2778809070587158,1046.415283203125,0.0005895385984331369,0.1401108205318451,15.216568946838379,15.43082332611084,13.319375038146973,13.595025062561035,15.641894340515137
6,1.4912595748901367,942.9024658203125,0.0027030417695641518,0.193710595369339,12.926836013793945,14.650829315185547,12.447290420532227,13.124771118164062,15.481332778930664
7,1.733083963394165,841.3966674804688,0.010857734829187393,0.21318870782852173,11.588098526000977,13.817956924438477,12.423007011413574,13.19255256652832,14.716142654418945
8,1.9653761386871338,780.0202026367188,0.022755777463316917,0.22947949171066284,10.308268547058105,13.513589859008789,12.149731636047363,12.895243644714355,14.843673706054688
9,2.229574203491211,739.480224609375,0.025508712977170944,0.228263258934021,10.058391571044922,12.729825973510742,11.5326566696167,13.051816940307617,14.2359037399292
10,2.442445993423462,658.3118896484375,0.03371252864599228,0.2584850788116455,9.438202857971191,12.494803428649902,11.415180206298828,12.98898983001709,13.725542068481445
11,2.719430446624756,625.4207763671875,0.04324445128440857,0.2668105661869049,9.27110767364502,11.988076210021973,10.864712715148926,12.807894706726074,12.989734649658203
12,3.025787591934204,595.4620971679688,0.0441129170358181,0.24377065896987915,9.198997497558594,11.34394359588623,10.382711410522461,12.76416301727295,12.542572021484375
13,3.458597183227539,576.1571044921875,0.049436524510383606,0.23234863579273224,9.200753211975098,11.175996780395508,10.131999969482422,13.02685832977295,12.275152206420898
14,3.75335955619812,544.0836181640625,0.06512847542762756,0.22352883219718933,9.01901912689209,10.675938606262207,9.595765113830566,13.055095672607422,11.950754165649414
15,3.9329051971435547,523.4785766601562,0.06297819316387177,0.23208436369895935,9.06065845489502,10.445708274841309,9.32809066772461,13.048863410949707,11.60661506652832
16,4.1459455490112305,506.2923889160156,0.07408283650875092,0.20963981747627258,8.985343933105469,10.202068328857422,9.081053733825684,12.806890487670898,11.395822525024414
17,4.33855128288269,482.52545166015625,0.08658118546009064,0.22443793714046478,8.988787651062012,10.04844856262207,8.742853164672852,12.922669410705566,11.210278511047363
18,4.531428813934326,463.87664794921875,0.08640065789222717,0.20245537161827087,8.898072242736816,9.879923820495605,8.518837928771973,12.636247634887695,10.874472618103027
19,4.759071350097656,447.9747619628906,0.09226208180189133,0.20515279471874237,8.713018417358398,9.478805541992188,8.336189270019531,12.31307315826416,10.57604694366455
20,4.977819919586182,432.37286376953125,0.09414471685886383,0.19773954153060913,8.593688011169434,9.345558166503906,8.198546409606934,12.499225616455078,10.605081558227539
21,5.361593246459961,414.581787109375,0.10409370064735413,0.19515034556388855,8.57219409942627,9.01926040649414,7.911556243896484,12.187405586242676,10.484244346618652
22,5.7182605266571045,396.16705322265625,0.0859261006116867,0.20644380152225494,8.188749313354492,8.9541015625,7.994431018829346,12.146780967712402,10.316064834594727
23,5.983541965484619,388.89794921875,0.10767775774002075,0.19024436175823212,8.235404968261719,8.800171852111816,7.755177974700928,11.837471008300781,10.242720603942871
24,6.435267686843872,371.0743408203125,0.10317569971084595,0.19529947638511658,8.020689964294434,8.510074615478516,7.620401382446289,11.655485153198242,10.069872856140137
25,6.687580347061157,351.3890075683594,0.10051003098487854,0.187572181224823,7.820144176483154,8.329344749450684,7.4392924308776855,11.088580131530762,10.140752792358398
